Rxn name	Rxn description	Formula	Gene-reaction association	Genes	Subsystem	Reversible	LB	UB
MALTTTRabcpp	maltotetraose transport via ABC system periplasm 	atp[c] + h2o[c] + maltttr[p] --> adp[c] + h[c] + maltttr[c] + pi[c] 	( STM4229  and  STM4228  and  STM4227  and  STM4230 )	STM4227 STM4228 STM4229 STM4230	Transport Inner Membrane	0	0	1000
MALTTTRtexi	maltotetraoseMaltotriose transport via diffusion extracellular to periplasm irreversible	maltttr[e] --> maltttr[p] 	STM4231	STM4231	Transport Outer Membrane	0	0	1000
MAN1PT2	mannose 1 phosphate guanylyltransferase GDP 	gdp[c] + h[c] + man1p[c] --> gdpmann[c] + pi[c] 	( STM2105.S or STM2084 )	STM2084 STM2105.S	Cell Envelope Biosynthesis	0	0	1000
MAN6PI	mannose 6 phosphate isomerase	man6p[c] <=> f6p[c] 	STM1467	STM1467	Alternate Carbon Metabolism	1	-1000	1000
MAN6Pt6_2pp	Mannose 6 phosphate transport via phosphate antiport periplasm 	man6p[p] + 2 pi[c] --> man6p[c] + 2 pi[p] 	STM3787	STM3787	Transport Inner Membrane	0	0	1000
MAN6Ptex	Mannose 6 phosphate transport via diffusion extracellular to periplasm 	man6p[e] <=> man6p[p] 	( STM0320  or  STM0999  or  STM1473  or  STM2267 )	STM0320 STM0999 STM1473 STM2267	Transport Outer Membrane Porin	1	-1000	1000
MANAO	Mannonate oxidoreductase	mana[c] + nad[c] <=> fruur[c] + h[c] + nadh[c] 	STM3136	STM3136	Alternate Carbon Metabolism	1	-1000	1000
MANGLYCtex	2 O alpha mannosyl D glycerate transport via diffusion extracellular to periplasm 	manglyc[e] <=> manglyc[p] 	( STM0320  or  STM0999  or  STM1473  or  STM2267 )	STM0320 STM0999 STM1473 STM2267	Transport Outer Membrane Porin	1	-1000	1000
MANptspp	D mannose transport via PEPPyr PTS periplasm 	man[p] + pep[c] --> man6p[c] + pyr[c] 	( STM1830  and  STM1831  and  STM1832  and  STM2431  and  STM2432 )	STM1830 STM1831 STM1832 STM2431 STM2432	Transport Inner Membrane	0	0	1000
MANtex	D mannose transport via diffusion extracellular to periplasm 	man[e] <=> man[p] 	( STM0320  or  STM0999  or  STM1473  or  STM2267 )	STM0320 STM0999 STM1473 STM2267	Transport Outer Membrane Porin	1	-1000	1000
MCITD	2 methylcitrate dehydratase	2mcit[c] --> 2mcacn[c] + h2o[c] 	STM0370	STM0370	Alternate Carbon Metabolism	0	0	1000
MCITL2	methylisocitrate lyase	micit[c] <=> pyr[c] + succ[c] 	STM0368	STM0368	Alternate Carbon Metabolism	1	-1000	1000
MCITS	2 methylcitrate synthase	h2o[c] + oaa[c] + ppcoa[c] --> 2mcit[c] + coa[c] + h[c] 	STM0369	STM0369	Alternate Carbon Metabolism	0	0	1000
MCOATA	Malonyl CoA ACP transacylase	ACP[c] + malcoa[c] <=> coa[c] + malACP[c] 	( STM1196  and  STM1194 )	STM1194 STM1196	Membrane Lipid Metabolism	1	-1000	1000
MCPST	3 mercaptopyruvate sulfurtransferase	cyan[c] + mercppyr[c] --> h[c] + pyr[c] + tcynt[c] 	STM2533	STM2533	Cysteine Metabolism	0	0	1000
MCTP1App	murein crosslinking transpeptidase 1A A2pm D ala  periplasm 	murein5p5p[p] --> ala-D[p] + murein5px4p[p] 	( STM0122  or  STM0640  or  STM0190  or  STM3493 )	STM0122 STM0190 STM0640 STM3493	Murein Biosynthesis	0	0	1000
MCTP1Bpp	murein crosslinking transpeptidase 1B A2pm A2pm  periplasm 	murein5p5p[p] --> alaala[p] + murein5px3p[p] 	( STM0190  or  STM3493 )	STM0190 STM3493	Murein Biosynthesis	0	0	1000
MCTP2App	murein crosslinking transpeptidase 1A A2pm D ala  periplasm 	murein5p5p5p[p] --> 2 ala-D[p] + murein5px4px4p[p] 	( STM0122  or  STM0640  or  STM3493  or  STM0190 )	STM0122 STM0190 STM0640 STM3493	Murein Biosynthesis	0	0	1000
MDDCP1pp	murein D D carboxypeptidase murein5px4p  periplasm 	h2o[p] + murein5px4p[p] --> ala-D[p] + murein4px4p[p] 	( STM0637  or  STM3300  or  STM0863  or  STM2062 )	STM0637 STM0863 STM2062 STM3300	Murein Biosynthesis	0	0	1000
MDDCP2pp	murein D D carboxypeptidase murein5px4px4p  periplasm 	h2o[p] + murein5px4px4p[p] --> ala-D[p] + murein4px4px4p[p] 	( STM0637  or  STM3300  or  STM0863  or  STM2062 )	STM0637 STM0863 STM2062 STM3300	Murein Biosynthesis	0	0	1000
MDDCP3pp	murein D D carboxypeptidase murein5p5p  periplasm 	h2o[p] + murein5p5p[p] --> ala-D[p] + murein5p4p[p] 	( STM0637  or  STM3300  or  STM0863  or  STM2062 )	STM0637 STM0863 STM2062 STM3300	Murein Biosynthesis	0	0	1000
MDDCP4pp	murein D D carboxypeptidase murein5p4p  periplasm 	h2o[p] + murein5p4p[p] --> ala-D[p] + murein4p4p[p] 	( STM0637  or  STM3300  or  STM0863  or  STM2062 )	STM0637 STM0863 STM2062 STM3300	Murein Biosynthesis	0	0	1000
MDDCP5pp	murein D D carboxypeptidase murein5p3p  periplasm 	h2o[p] + murein5p3p[p] --> ala-D[p] + murein4p3p[p] 	( STM0637  or  STM3300  or  STM0863  or  STM2062 )	STM0637 STM0863 STM2062 STM3300	Murein Biosynthesis	0	0	1000
MDDEP1pp	murein D D endopeptidase murein4px4p  periplasm 	h2o[p] + murein4px4p[p] --> murein4p4p[p] 	( STM3300  or  STM2383  or  STM2168 )	STM2168 STM2383 STM3300	Murein Recycling	0	0	1000
MDDEP2pp	murein D D endopeptidase murein3px4p  periplasm 	h2o[p] + murein3px4p[p] --> murein4p3p[p] 	( STM3300  or  STM2383  or  STM2168 )	STM2168 STM2383 STM3300	Murein Recycling	0	0	1000
MDDEP3pp	murein D D endopeptidase murein5px4p  periplasm 	h2o[p] + murein5px4p[p] --> murein5p4p[p] 	( STM3300  or  STM2383  or  STM2168 )	STM2168 STM2383 STM3300	Murein Recycling	0	0	1000
MDDEP4pp	murein D D endopeptidase murein4px4px4p  periplasm 	h2o[p] + murein4px4px4p[p] --> murein4px4p4p[p] 	( STM3300  or  STM2383  or  STM2168 )	STM2168 STM2383 STM3300	Murein Recycling	0	0	1000
MDH	malate dehydrogenase	mal-L[c] + nad[c] <=> h[c] + nadh[c] + oaa[c] 	STM3359	STM3359	Citric Acid Cycle	1	-1000	1000
MDRPD	5 Methylthio 5 deoxy D ribulose 1 phosphate dehydratase	5mdru1p[c] --> dkmpp[c] + h2o[c] 			Arginine and Proline Metabolism	0	0	1000
ME1	malic enzyme NAD 	mal-L[c] + nad[c] --> co2[c] + nadh[c] + pyr[c] 	STM1566	STM1566	Anaplerotic Reactions	0	0	1000
ME2	malic enzyme NADP 	mal-L[c] + nadp[c] --> co2[c] + nadph[c] + pyr[c] 	STM2472	STM2472	Anaplerotic Reactions	0	0	1000
MECDPDH2	2C methyl D erythritol 2 4 cyclodiphosphate dehydratase	2mecdp[c] + nadh[c] --> h2mb4p[c] + h2o[c] + nad[c] 	STM2523	STM2523	Cofactor and Prosthetic Group Biosynthesis	0	0	1000
MECDPS	2 C methyl D erythritol 2 4 cyclodiphosphate synthase	2p4c2me[c] --> 2mecdp[c] + cmp[c] 	STM2929	STM2929	Cofactor and Prosthetic Group Biosynthesis	0	0	1000
MELIBt2pp	melibiose transport in via symport periplasm 	h[p] + melib[p] --> h[c] + melib[c] 	STM4299	STM4299	Transport Inner Membrane	0	0	1000
MELIBt3ipp	melibiose transport in via antiport periplasm 	h[p] + melib[c] --> h[c] + melib[p] 	STM1522	STM1522	Transport Inner Membrane	0	0	1000
MELIBtex	melibiose transport via diffusion extracellular to periplasm 	melib[e] <=> melib[p] 	( STM0320  or  STM0999  or  STM1473  or  STM2267 )	STM0320 STM0999 STM1473 STM2267	Transport Outer Membrane Porin	1	-1000	1000
MEPCT	2 C methyl D erythritol 4 phosphate cytidylyltransferase	2me4p[c] + ctp[c] + h[c] --> 4c2me[c] + ppi[c] 	STM2930	STM2930	Cofactor and Prosthetic Group Biosynthesis	0	0	1000
METabcpp	L methionine transport via ABC system periplasm 	atp[c] + h2o[c] + met-L[p] --> adp[c] + h[c] + met-L[c] + pi[c] 	( STM0246  and  STM0247  and  STM0245 )	STM0245 STM0246 STM0247	Transport Inner Membrane	0	0	1000
METAT	methionine adenosyltransferase	atp[c] + h2o[c] + met-L[c] --> amet[c] + pi[c] + ppi[c] 	STM3090	STM3090	Methionine Metabolism	0	0	1000
METDabcpp	D methionine transport via ABC system periplasm 	atp[c] + h2o[c] + met-D[p] --> adp[c] + h[c] + met-D[c] + pi[c] 	( STM0246  and  STM0247  and  STM0245 )	STM0245 STM0246 STM0247	Transport Inner Membrane	0	0	1000
METDtex	D methionine transport via diffusion extracellular to periplasm 	met-D[e] <=> met-D[p] 	( STM1473  or  STM2267  or  STM0320  or  STM0999 )	STM0320 STM0999 STM1473 STM2267	Transport Outer Membrane Porin	1	-1000	1000
METOX1s	methionine oxidation spontaneous 	h2o2[c] + met-L[c] --> h2o[c] + metsox-S-L[c] 	s0001	s0001	Methionine Metabolism	0	0	1000
METOX2s	methionine oxidation 2 spontaneous 	h2o2[c] + met-L[c] --> h2o[c] + metsox-R-L[c] 	s0001	s0001	Methionine Metabolism	0	0	1000
METS	methionine synthase	5mthf[c] + hcys-L[c] --> h[c] + met-L[c] + thf[c] 	( STM4188.S  or  STM3965 )	STM3965 STM4188.S	Methionine Metabolism	0	0	1000
METSOX1abcpp	L methionine S oxide transport via ABC system periplasm 	atp[c] + h2o[c] + metsox-S-L[p] --> adp[c] + h[c] + metsox-S-L[c] + pi[c] 			Transport Inner Membrane	0	0	1000
METSOX1tex	L methionine S oxide diffusion extracellular 	metsox-S-L[e] <=> metsox-S-L[p] 	( STM0320  or  STM0999  or  STM1473  or  STM2267 )	STM0320 STM0999 STM1473 STM2267	Transport Outer Membrane Porin	1	-1000	1000
METSOX2abcpp	L methionine R oxide transport via ABC system periplasm 	atp[c] + h2o[c] + metsox-R-L[p] --> adp[c] + h[c] + metsox-R-L[c] + pi[c] 			Transport Inner Membrane	0	0	1000
METSOX2tex	L methionine R oxide diffusion extracellular 	metsox-R-L[e] <=> metsox-R-L[p] 	( STM0320  or  STM0999  or  STM1473  or  STM2267 )	STM0320 STM0999 STM1473 STM2267	Transport Outer Membrane Porin	1	-1000	1000
METSOXR1	L methionine S oxide reductase	metsox-S-L[c] + trdrd[c] --> h2o[c] + met-L[c] + trdox[c] 	( ( STM4408  and  STM2649 )  or  ( STM4408  and  STM3915 ) )	STM2649 STM3915 STM4408	Methionine Metabolism	0	0	1000
METSOXR2	L methionine R sulfoxide reductase	metsox-R-L[c] + trdrd[c] --> h2o[c] + met-L[c] + trdox[c] 	( ( STM1291  and  STM2649 )  or  ( STM1291  and  STM3915 ) )	STM1291 STM2649 STM3915	Methionine Metabolism	0	0	1000
METtex	L methionine transport via diffusion extracellular to periplasm 	met-L[e] <=> met-L[p] 	( STM0320  or  STM0999  or  STM1473  or  STM2267 )	STM0320 STM0999 STM1473 STM2267	Transport Outer Membrane Porin	1	-1000	1000
METTRS	Methionyl tRNA synthetase	atp[c] + met-L[c] + trnamet[c] --> amp[c] + mettrna[c] + ppi[c] 	STM2155	STM2155	tRNA Charging	0	0	1000
MG2t3_2pp	magnesium Mg2 transport inout via proton antiport periplasm 	2 h[c] + mg2[p] <=> 2 h[p] + mg2[c] 			Inorganic Ion Transport and Metabolism	1	-1000	1000
MG2tex	magnesium Mg2 transport via diffusion extracellular to periplasm 	mg2[e] <=> mg2[p] 	( STM0320  or  STM0999  or  STM1473  or  STM2267 )	STM0320 STM0999 STM1473 STM2267	Transport Outer Membrane Porin	1	-1000	1000
MG2tpp	magnesium 2 transport in via diffusion	mg2[p] <=> mg2[c] 	STM3952	STM3952	Inorganic Ion Transport and Metabolism	1	0	1000
MG2uabcpp	Magnesium Mg2 ABC transporter ubtake periplasm 	atp[c] + h2o[c] + mg2[p] --> adp[c] + h[c] + mg2[c] + pi[c] 	( STM4456  or  STM3763 )	STM3763 STM4456	Inorganic Ion Transport and Metabolism	0	0	1000
MGSA	methylglyoxal synthase	dhap[c] --> mthgxl[c] + pi[c] 	STM1076	STM1076	Methylglyoxal Metabolism	0	0	1000
MI1PP	myo inositol 1 phosphatase	h2o[c] + mi1p-D[c] --> inost[c] + pi[c] 	STM2546	STM2546	Cell Envelope Biosynthesis	0	0	1000
MICITD	2 methylisocitrate dehydratase	2mcacn[c] + h2o[c] --> micit[c] 	STM0158	STM0158	Alternate Carbon Metabolism	0	0	1000
MINOHPtexi	myo inositol phosphate transport via diffusion extracellular to periplasm 	minohp[e] --> minohp[p] 			Transport Outer Membrane	0	0	1000
MLDCP1App	murein L D carboxypeptidase murein5px4p  periplasm 	h2o[p] + murein5px4p[p] --> alaala[p] + murein3px4p[p] 			Murein Biosynthesis	0	0	1000
MLDCP1Bpp	murein L D carboxypeptidase murein4p4p  periplasm 	h2o[p] + murein4p4p[p] --> ala-D[p] + murein4p3p[p] 			Murein Biosynthesis	0	0	1000
MLDCP2App	murein L D carboxypeptidase murein5p5p  periplasm 	h2o[p] + murein5p5p[p] --> alaala[p] + murein5p3p[p] 			Murein Biosynthesis	0	0	1000
MLDCP2Bpp	murein L D carboxypeptidase murein4p3p  periplasm 	h2o[p] + murein4p3p[p] --> ala-D[p] + murein3p3p[p] 			Murein Biosynthesis	0	0	1000
MLDCP3App	murein L D carboxypeptidase murein5px3p  periplasm 	h2o[p] + murein5px3p[p] --> alaala[p] + murein3px3p[p] 			Murein Biosynthesis	0	0	1000
MLDEP1pp	murein L D endopeptidase murein3px3p  periplasm 	h2o[p] + murein3px3p[p] --> murein3p3p[p] 			Murein Recycling	0	0	1000
MLDEP2pp	murein L D endopeptidase murein5px3p  periplasm 	h2o[p] + murein5px3p[p] --> murein5p3p[p] 			Murein Recycling	0	0	1000
MLTG1	Maltodextrin glucosidase maltotriose 	h2o[c] + malttr[c] --> glc-D[c] + malt[c] 	STM0401	STM0401	Alternate Carbon Metabolism	0	0	1000
MLTG2	Maltodextrin glucosidase maltotetraose 	h2o[c] + maltttr[c] --> glc-D[c] + malttr[c] 	STM0401	STM0401	Alternate Carbon Metabolism	0	0	1000
MLTG3	Maltodextrin glucosidase maltopentaose 	h2o[c] + maltpt[c] --> glc-D[c] + maltttr[c] 	STM0401	STM0401	Alternate Carbon Metabolism	0	0	1000
MLTG4	Maltodextrin glucosidase maltohexaose 	h2o[c] + malthx[c] --> glc-D[c] + maltpt[c] 	STM0401	STM0401	Alternate Carbon Metabolism	0	0	1000
MLTG5	Maltodextrin glucosidase maltoheptaose 	h2o[c] + malthp[c] --> glc-D[c] + malthx[c] 	STM0401	STM0401	Alternate Carbon Metabolism	0	0	1000
MLTGY1pp	murein lytic transglycosylase murein4p4p  periplasm 	murein4p4p[p] --> 2 anhgm4p[p] 	( STM4582  or  STM2988  or  STM2831  or  STM1799  or  STM3112 )	STM1799 STM2831 STM2988 STM3112 STM4582	Murein Recycling	0	0	1000
MLTGY2pp	murein lytic transglycosylase murein4p3p  periplasm 	murein4p3p[p] --> anhgm3p[p] + anhgm4p[p] 	( STM4582  or  STM2988  or  STM2831  or  STM1799  or  STM3112 )	STM1799 STM2831 STM2988 STM3112 STM4582	Murein Recycling	0	0	1000
MLTGY3pp	murein lytic transglycosylase murein3p3p  periplasm 	murein3p3p[p] --> 2 anhgm3p[p] 	( STM4582  or  STM2988  or  STM2831  or  STM1799  or  STM3112 )	STM1799 STM2831 STM2988 STM3112 STM4582	Murein Recycling	0	0	1000
MLTGY4pp	murein lytic transglycosylase murein4px4p4p  periplasm 	murein4px4p4p[p] --> anhgm4p[p] + murein4px4p[p] 	( STM4582  or  STM2988  or  STM2831  or  STM1799  or  STM3112 )	STM1799 STM2831 STM2988 STM3112 STM4582	Murein Recycling	0	0	1000
MLTP1	Maltodextrin phosphorylase maltopentaose 	maltpt[c] + pi[c] <=> g1p[c] + maltttr[c] 	STM3514	STM3514	Alternate Carbon Metabolism	1	-1000	1000
MLTP2	Maltodextrin phosphorylase maltohexaose 	malthx[c] + pi[c] <=> g1p[c] + maltpt[c] 	STM3514	STM3514	Alternate Carbon Metabolism	1	-1000	1000
MLTP3	Maltodextrin phosphorylase maltoheptaose 	malthp[c] + pi[c] <=> g1p[c] + malthx[c] 	STM3514	STM3514	Alternate Carbon Metabolism	1	-1000	1000
MME	methylmalonyl CoA epimerase	mmcoa-R[c] <=> mmcoa-S[c] 			Alternate Carbon Metabolism	1	-1000	1000
MMETtex	S methyl L methionine transport via diffusion extracellular to periplasm 	mmet[e] <=> mmet[p] 	( STM0320  or  STM0999  or  STM1473  or  STM2267 )	STM0320 STM0999 STM1473 STM2267	Transport Outer Membrane Porin	1	-1000	1000
MMSAD3	methylmalonate-semialdehyde dehydrogenase (malonic semialdehyde)	coa[c] + nad[c] + msa[c] --> accoa[c] + co2[c] + nadh[c] 	STM4421	STM4421	Exchange	0	0	1000
MN2abcpp	Manganese Mn2 transport via ABC system periplasm 	atp[c] + h2o[c] + mn2[p] --> adp[c] + h[c] + mn2[c] + pi[c] 	( STM2861  and  STM2862  and  STM2863  and  STM2864 )	STM2861 STM2862 STM2863 STM2864	Inorganic Ion Transport and Metabolism	0	0	1000
MN2t3pp	manganese Mn2 transport out via proton antiport periplasm 	h[p] + mn2[c] --> h[c] + mn2[p] 	( STM4061  or  STM0758 )	STM0758 STM4061	Inorganic Ion Transport and Metabolism	0	0	1000
MN2tpp	manganese transport in via permease no H 	mn2[p] --> mn2[c] 	STM3190	STM3190	Inorganic Ion Transport and Metabolism	0	0	1000
MN6PP	mannose 6 phosphate phosphatase	h2o[c] + man6p[c] --> man[c] + pi[c] 	( STM0840 or STM0842 )	STM0840 STM0842	Alternate Carbon Metabolism	0	0	1000
MNLptspp	mannitol transport via PEPPyr PTS periplasm 	mnl[p] + pep[c] --> mnl1p[c] + pyr[c] 	( STM3685  and  STM2431  and  STM2432 )	STM2431 STM2432 STM3685	Transport Inner Membrane	0	0	1000
MNLtex	mannitol transport via diffusion extracellular to periplasm 	mnl[e] <=> mnl[p] 	( STM0320  or  STM0999  or  STM1473  or  STM2267 )	STM0320 STM0999 STM1473 STM2267	Transport Outer Membrane Porin	1	-1000	1000
MNNH	D mannonate hydrolyase	mana[c] --> 2ddglcn[c] + h2o[c] 	STM3135	STM3135	Alternate Carbon Metabolism	0	0	1000
MNt2pp	manganese Mn2 transport in via proton symport periplasm 	h[p] + mn2[p] --> h[c] + mn2[c] 	STM2408	STM2408	Transport Inner Membrane	0	0	1000
MNtex	Manganese Mn2 transport via diffusion extracellular to periplasm 	mn2[e] <=> mn2[p] 	( STM0320  or  STM0999  or  STM1473  or  STM2267 )	STM0320 STM0999 STM1473 STM2267	Transport Outer Membrane Porin	1	-1000	1000
MOAT	3 deoxy D manno octulosonic acid transferase	ckdo[c] + lipidA[c] --> cmp[c] + h[c] + kdolipid4[c] 	STM3724	STM3724	Lipopolysaccharide Biosynthesis Recycling	0	0	1000
MOAT2	3 deoxy D manno octulosonic acid transferase	ckdo[c] + kdolipid4[c] --> cmp[c] + h[c] + kdo2lipid4[c] 	STM3724	STM3724	Lipopolysaccharide Biosynthesis Recycling	0	0	1000
MOAT3C	3 deoxy D manno octulosonic acid transferase III LPS core biosynthesis 	ckdo[c] + phphhlipa[c] --> cmp[c] + h[c] + kphphhlipa[c] 	STM3715	STM3715	Lipopolysaccharide Biosynthesis Recycling	0	0	1000
MOBDabcpp	molybdate transport via ABC system periplasm 	atp[c] + h2o[c] + mobd[p] --> adp[c] + h[c] + mobd[c] + pi[c] 	( ( STM2441  and  STM2444  and  STM2443  and  STM2442 )  or  ( STM0781  and  STM0782  and  STM0783 )  or  ( STM2441  and  STM2443  and  STM2442  and  STM4063 ) )	STM0781 STM0782 STM0783 STM2441 STM2442 STM2443 STM2444 STM4063	Inorganic Ion Transport and Metabolism	0	0	1000
MOBDtex	molybdate transport via diffusion extracellular to periplasm 	mobd[e] <=> mobd[p] 	( STM0320  or  STM0999  or  STM1473  or  STM2267 )	STM0320 STM0999 STM1473 STM2267	Transport Outer Membrane Porin	1	-1000	1000
MOHMT	3 methyl 2 oxobutanoate hydroxymethyltransferase	3mob[c] + h2o[c] + mlthf[c] --> 2dhp[c] + thf[c] 	STM0182	STM0182	Cofactor and Prosthetic Group Biosynthesis	0	0	1000
MPTG	murein polymerizing transglycosylase	2 uaagmda[c] --> 2 h[c] + murein5p5p[p] + 2 udcpdp[c] 	( STM2531  or  STM0190  or  STM3493 )	STM0190 STM2531 STM3493	Murein Biosynthesis	0	0	1000
MPTG2	murein polymerizing transglycosylase 2 three linked units 	murein5p5p[p] + uaagmda[c] --> h[c] + murein5p5p5p[p] + udcpdp[c] 	( STM0190  or  STM2531  or  STM3493 )	STM0190 STM2531 STM3493	Murein Biosynthesis	0	0	1000
MSO3tex	methanesulfonate transport via diffusion extracellular to periplasm 	mso3[e] <=> mso3[p] 	( STM0320  or  STM0999  or  STM1473  or  STM2267 )	STM0320 STM0999 STM1473 STM2267	Transport Outer Membrane Porin	1	-1000	1000
MTAN	methylthioadenosine nucleosidase	5mta[c] + h2o[c] --> 5mtr[c] + ade[c] 	STM0207	STM0207	Arginine and Proline Metabolism	0	0	1000
MTHFC	methenyltetrahydrofolate cyclohydrolase	h2o[c] + methf[c] <=> 10fthf[c] + h[c] 	STM0542	STM0542	Folate Metabolism	1	-1000	1000
MTHFD	methylenetetrahydrofolate dehydrogenase NADP 	mlthf[c] + nadp[c] <=> methf[c] + nadph[c] 	STM0542	STM0542	Folate Metabolism	1	-1000	1000
MTHFR2	5 10 methylenetetrahydrofolate reductase NADH 	2 h[c] + mlthf[c] + nadh[c] --> 5mthf[c] + nad[c] 	STM4105	STM4105	Folate Metabolism	0	0	1000
MTRI	5 methylthioribose 1 phosphate isomerase	5mdr1p[c] <=> 5mdru1p[c] 			Arginine and Proline Metabolism	1	-1000	1000
MTRK	5 methylthioribose kinase	5mtr[c] + atp[c] --> 5mdr1p[c] + adp[c] + h[c] 			Arginine and Proline Metabolism	0	0	1000
MTRPOX	N methyltryptophan oxidase	Nmtrp[c] + h2o[c] + o2[c] --> fald[c] + h2o2[c] + trp-L[c] 	STM1160	STM1160	Glycine and Serine Metabolism	0	0	1000
MUREINLPPTP	L,D-transpeptidase	lpp[p] + murein5p5p[p] --> ala-D[p] + murein-lpp[p] 	(STM0837 or STM1215 or STM1375)	STM0837 STM1215 STM1375	Murein lpp biosynthesis	0	0	1000
N2Otex	nitrious oxide transport via diffusion extracellular to periplasm 	n2o[e] <=> n2o[p] 	( STM0320  or  STM0999  or  STM1473  or  STM2267 )	STM0320 STM0999 STM1473 STM2267	Transport Outer Membrane Porin	1	-1000	1000
N2Otpp	nitrious oxide transport diffusion 	n2o[p] <=> n2o[c] 	s0001	s0001	Inorganic Ion Transport and Metabolism	1	-1000	1000
NACODA	N acetylornithine deacetylase	acg5sa[c] + h2o[c] --> ac[c] + glu5sa[c] 	STM4120	STM4120	Arginine and Proline Metabolism	0	0	1000
NACtex	Nicotinic acid transport via diffusion extracellular to periplasm 	nac[e] <=> nac[p] 	( STM0320  or  STM0999  or  STM1473  or  STM2267 )	STM0320 STM0999 STM1473 STM2267	Transport Outer Membrane Porin	1	-1000	1000
NACtpp	Nicotinic acid uptake periplasm 	nac[p] --> nac[c] 			Transport Inner Membrane	0	0	1000
NADDP	NAD diphosphatase	h2o[c] + nad[c] --> amp[c] + 2 h[c] + nmn[c] 	( STM2427  or  STM4166 )	STM2427 STM4166	Cofactor and Prosthetic Group Biosynthesis	0	0	1000
NADH10	NADH dehydrogenase menaquinone 8 0 protons 	h[c] + mqn8[c] + nadh[c] --> mql8[c] + nad[c] 	STM1211	STM1211	Oxidative Phosphorylation	0	0	1000
NADH16pp	NADH dehydrogenase ubiquinone 8 3 protons  periplasm 	4 h[c] + nadh[c] + q8[c] --> 3 h[p] + nad[c] + q8h2[c] 	( STM2316.S  and  STM2317  and  STM2318  and  STM2319  and  STM2320  and  STM2321  and  STM2322  and  STM2323.S  and  STM2324  and  STM2325  and  STM2326  and  STM2327  and  STM2328 )	STM2316.S STM2317 STM2318 STM2319 STM2320 STM2321 STM2322 STM2323.S STM2324 STM2325 STM2326 STM2327 STM2328	Oxidative Phosphorylation	0	0	1000
NADH17pp	NADH dehydrogenase menaquinone 8 3 protons  periplasm 	4 h[c] + mqn8[c] + nadh[c] --> 3 h[p] + mql8[c] + nad[c] 	( STM2316.S  and  STM2317  and  STM2318  and  STM2319  and  STM2320  and  STM2321  and  STM2322  and  STM2323.S  and  STM2324  and  STM2325  and  STM2326  and  STM2327  and  STM2328 )	STM2316.S STM2317 STM2318 STM2319 STM2320 STM2321 STM2322 STM2323.S STM2324 STM2325 STM2326 STM2327 STM2328	Oxidative Phosphorylation	0	0	1000
NADH18pp	NADH dehydrogenase demethylmenaquinone 8 3 protons  periplasm 	2dmmq8[c] + 4 h[c] + nadh[c] --> 2dmmql8[c] + 3 h[p] + nad[c] 	( STM2316.S  and  STM2317  and  STM2318  and  STM2319  and  STM2320  and  STM2321  and  STM2322  and  STM2323.S  and  STM2324  and  STM2325  and  STM2326  and  STM2327  and  STM2328 )	STM2316.S STM2317 STM2318 STM2319 STM2320 STM2321 STM2322 STM2323.S STM2324 STM2325 STM2326 STM2327 STM2328	Oxidative Phosphorylation	0	0	1000
NADH5	NADH dehydrogenase ubiquinone 8 	h[c] + nadh[c] + q8[c] --> nad[c] + q8h2[c] 	STM1211	STM1211	Oxidative Phosphorylation	0	0	1000
NADH9	NADH dehydrogenase demethylmenaquinone 8 0 protons 	2dmmq8[c] + h[c] + nadh[c] --> 2dmmql8[c] + nad[c] 	STM1211	STM1211	Oxidative Phosphorylation	0	0	1000
NADK	NAD kinase	atp[c] + nad[c] --> adp[c] + h[c] + nadp[c] 	STM2683	STM2683	Cofactor and Prosthetic Group Biosynthesis	0	0	1000
NADN	NAD nucleosidase	h2o[c] + nad[c] --> adprib[c] + h[c] + ncam[c] 			Cofactor and Prosthetic Group Biosynthesis	0	0	1000
NADPHQR2	NADPH Quinone Reductase Ubiquinone 8 	h[c] + nadph[c] + q8[c] --> nadp[c] + q8h2[c] 	STM3179	STM3179	Oxidative Phosphorylation	0	0	1000
